constituency,region,country,id,Conservative,Labour,UKIP,LibDem,SNP,Green,DUP,PC,SF,UUP,SDLP,Ind,Alliance,Other,last_winner,last_winner_pct,majority_pct
Richmond Park,London,England,E14000896,58.21221299,12.34496878,4.169134194,19.27040152,0,6.003282516,0,0,0,0,0,0,0,0,Conservative,58.21221299,38.94181148
Rochdale,North West,England,E14000897,17.04160247,46.13911512,18.75192604,10.27294739,0,3.042042703,0,0,0,0,0,0,0,4.752366278,Labour,46.13911512,27.38718908
Rochester & Strood,South East,England,E14000898,44.06657019,19.79587173,30.48404296,2.38213116,0,2.886739279,0,0,0,0,0,0,0,0.38464468,Conservative,44.06657019,13.58252723
Rochford & Southend East,East,England,E14000899,46.41579527,24.68583746,20.51917079,3.345716382,0,5.033480095,0,0,0,0,0,0,0,0,Conservative,46.41579527,21.72995781
Romford,London,England,E14000900,50.97197934,20.87925495,22.79067876,2.873236,0,2.48485095,0,0,0,0,0,0,0,0,Conservative,50.97197934,28.18130058
Romsey & Southampton North,South East,England,E14000901,54.31009546,11.87859002,11.38683417,17.71354188,0,4.710938469,0,0,0,0,0,0,0,0,Conservative,54.31009546,36.59655358
"Ross, Skye & Lochaber",Scotland,Scotland,S14000055,6.213675827,4.886273947,1.946856091,35.86376791,48.11891607,2.513692569,0,0,0,0,0,0.456817584,0,0,SNP,48.11891607,12.25514817
Rossendale & Darwen,North West,England,E14000902,46.60370431,35.07057768,13.99722585,1.644092689,0,2.133648825,0,0,0,0,0,0.248857702,0,0.30189295,Conservative,46.60370431,11.53312663
Rother Valley,Yorkshire and The Humber,England,E14000903,23.27782386,43.60152279,28.08226462,4.23658521,0,0,0,0,0,0,0,0,0,0.801803526,Labour,43.60152279,15.51925817
Rotherham,Yorkshire and The Humber,England,E14000904,12.30997012,52.50773339,30.17740528,2.889776062,0,0,0,0,0,0,0,0,0,2.115115142,Labour,52.50773339,22.33032811
Rugby,West Midlands,England,E14000905,49.05521773,27.94555769,13.98808309,5.664612496,0,2.887401543,0,0,0,0,0,0,0,0.459127454,Conservative,49.05521773,21.10966004
"Ruislip, Northwood & Pinner",London,England,E14000906,59.58572488,20.10269025,10.92889774,4.952949904,0,3.516067315,0,0,0,0,0,0,0,0.913669907,Conservative,59.58572488,39.48303463
Runnymede & Weybridge,South East,England,E14000907,59.73987053,15.51786142,13.88755694,6.717014305,0,4.137696795,0,0,0,0,0,0,0,0,Conservative,59.73987053,44.22200911
Rushcliffe,East Midlands,England,E14000908,51.39946342,26.33057791,10.77333043,5.044956856,0,6.45167138,0,0,0,0,0,0,0,0,Conservative,51.39946342,25.06888551
Rutherglen & Hamilton West,Scotland,Scotland,S14000056,7.550117157,35.2408227,2.258092511,1.813763777,52.55402239,0,0,0,0,0,0,0,0,0.583181463,SNP,52.55402239,17.31319969
Rutland & Melton,East Midlands,England,E14000909,55.64346281,15.3526363,15.89289966,8.070985111,0,4.258007802,0,0,0,0,0,0.782008315,0,0,Conservative,55.64346281,39.75056316
Saffron Walden,East,England,E14000910,57.19993746,11.79750882,13.78489655,10.56060317,0,3.776731581,0,0,0,0,0,0,0,2.880322429,Conservative,57.19993746,43.41504091
St Albans,East,England,E14000960,46.64817298,23.25795014,7.846343211,18.51082983,0,3.736703838,0,0,0,0,0,0,0,0,Conservative,46.64817298,23.39022284
St Austell & Newquay,South West,England,E14000961,40.20968607,10.22616707,16.88409682,23.9808582,0,4.602768015,0,0,0,0,0,0,0,4.09642382,Conservative,40.20968607,16.22882786
St Helens North,North West,England,E14000962,19.64501902,57.02611553,15.09641992,4.423209962,0,3.809235559,0,0,0,0,0,0,0,0,Labour,57.02611553,37.38109651
St Helens South & Whiston,North West,England,E14000963,15.92454078,59.8177573,13.98020538,5.655309213,0,4.622187326,0,0,0,0,0,0,0,0,Labour,59.8177573,43.89321652
St Ives,South West,England,E14000964,38.27413479,9.335154827,11.83970856,33.16360325,0,6.315201192,0,0,0,0,0,0,0,1.072197384,Conservative,38.27413479,5.110531545
Salford & Eccles,North West,England,E14000911,20.39481288,49.38397171,18.0439657,3.730843023,0,5.203300895,0,0,0,0,0,0,0,3.2431058,Labour,49.38397171,28.98915883
Salisbury,South West,England,E14000912,55.60003944,15.32590474,12.13292575,10.05620747,0,5.447194557,0,0,0,0,0,1.437728035,0,0,Conservative,55.60003944,40.2741347
Scarborough & Whitby,Yorkshire and The Humber,England,E14000913,43.17853327,30.19124825,17.09713232,4.522507803,0,4.576970611,0,0,0,0,0,0,0,0.433607742,Conservative,43.17853327,12.98728503
Scunthorpe,Yorkshire and The Humber,England,E14000914,33.18534961,41.6691481,17.13272516,2.084404862,0,2.40112612,0,0,0,0,0,2.969600173,0,0.557645976,Labour,41.6691481,8.483798489
Sedgefield,North East,England,E14000915,29.52784379,47.20270689,16.59778903,3.538588697,0,3.133071598,0,0,0,0,0,0,0,0,Labour,47.20270689,17.67486311
Sefton Central,North West,England,E14000916,29.6056792,53.77083291,9.952877338,4.255319149,0,2.415291406,0,0,0,0,0,0,0,0,Labour,53.77083291,24.16515371
Selby & Ainsty,Yorkshire and The Humber,England,E14000917,52.50549201,26.83130066,13.99325809,3.636088175,0,2.774411029,0,0,0,0,0,0,0,0.259450042,Conservative,52.50549201,25.67419135
Sevenoaks,South East,England,E14000918,56.92083633,12.86409704,17.89561887,7.854520788,0,4.464926981,0,0,0,0,0,0,0,0,Conservative,56.92083633,39.02521746
Sheffield Brightside & Hillsborough,Yorkshire and The Humber,England,E14000921,11.00292113,56.58252815,22.11070332,4.499038774,0,4.274336504,0,0,0,0,0,0,0,1.530472124,Labour,56.58252815,34.47182483
Sheffield Central,Yorkshire and The Humber,England,E14000919,11.13123401,55.02909017,7.461571548,9.684648994,0,15.84452041,0,0,0,0,0,0,0,0.84893487,Labour,55.02909017,39.18456976
Sheffield Hallam,Yorkshire and The Humber,England,E14000922,13.59744777,35.79964312,6.443647375,40.04073467,0,3.193886195,0,0,0,0,0,0.448802293,0,0.475838575,LibDem,40.04073467,4.241091545
Sheffield Heeley,Yorkshire and The Humber,England,E14000923,16.15296804,48.20443303,17.39678463,11.28710046,0,6.102549467,0,0,0,0,0,0,0,0.856164384,Labour,48.20443303,30.8076484
Sheffield South East,Yorkshire and The Humber,England,E14000920,17.37315581,51.43097037,21.89756507,5.340050378,0,2.679620967,0,0,0,0,0,0,0,1.2786374,Labour,51.43097037,29.5334053
Sherwood,East Midlands,England,E14000924,45.03727958,35.87123752,14.59426407,2.15787605,0,2.185490552,0,0,0,0,0,0,0,0.153852223,Conservative,45.03727958,9.166042053
Shipley,Yorkshire and The Humber,England,E14000925,49.9960429,30.95445372,8.861936607,3.856198805,0,5.257013969,0,0,0,0,0,0,0,1.074354003,Conservative,49.9960429,19.04158917
Shrewsbury & Atcham,West Midlands,England,E14000926,45.5214225,27.84185428,14.44124062,7.888802632,0,4.153266053,0,0,0,0,0,0,0,0.153413922,Conservative,45.5214225,17.67956822
Shropshire North,West Midlands,England,E14000849,51.43514732,20.06162859,17.61740818,5.987864493,0,4.89795142,0,0,0,0,0,0,0,0,Conservative,51.43514732,31.37351873
Sittingbourne & Sheppey,South East,England,E14000927,49.46534894,19.58969582,24.82279558,3.165377294,0,2.399854186,0,0,0,0,0,0,0,0.556928187,Conservative,49.46534894,24.64255336
Skipton & Ripon,Yorkshire and The Humber,England,E14000928,55.44089884,17.38851519,14.02335087,7.43598673,0,5.711248373,0,0,0,0,0,0,0,0,Conservative,55.44089884,38.05238366
Sleaford & North Hykeham,East Midlands,England,E14000929,56.18784709,17.25752292,15.68513496,5.650264755,0,0,0,0,0,0,0,0,0,5.219230273,Conservative,56.18784709,38.93032416
Slough,South East,England,E14000930,33.31952356,48.51579492,12.99637494,2.641118591,0,2.527187986,0,0,0,0,0,0,0,0,Labour,48.51579492,15.19627136
Solihull,West Midlands,England,E14000931,49.20863835,10.39266872,11.61211413,25.65581701,0,2.979243871,0,0,0,0,0,0,0,0.151517917,Conservative,49.20863835,23.55282134
Somerset North,South West,England,E14000850,53.5102304,14.32085779,13.01109565,12.70062095,0,6.457195209,0,0,0,0,0,0,0,0,Conservative,53.5102304,39.1893726
Somerset North East,South West,England,E14000846,49.77303854,24.82880063,12.03287028,7.882997456,0,5.482293093,0,0,0,0,0,0,0,0,Conservative,49.77303854,24.94423792
Somerton & Frome,South West,England,E14000932,52.99374886,7.327264587,10.67668176,19.38682452,0,9.010263808,0,0,0,0,0,0.605216469,0,0,Conservative,52.99374886,33.60692434
South Holland & The Deepings,East Midlands,England,E14000939,59.55047046,12.44131932,21.81803402,2.97925092,0,3.210925275,0,0,0,0,0,0,0,0,Conservative,59.55047046,37.73243644
South Ribble,North West,England,E14000943,46.42543441,35.07351537,14.08630896,4.414741264,0,0,0,0,0,0,0,0,0,0,Conservative,46.42543441,11.35191904
South Shields,North East,England,E14000944,16.60278505,51.25878947,21.99090032,1.762029505,0,4.450572177,0,0,0,0,0,3.93492348,0,0,Labour,51.25878947,29.26788915
Southampton Itchen,South East,England,E14000955,41.72668307,36.54663386,13.44218296,3.567434578,0,4.195929322,0,0,0,0,0,0,0,0.521136211,Conservative,41.72668307,5.180049206
Southampton Test,South East,England,E14000956,32.546046,41.27416842,12.75084761,4.8588839,0,5.882891964,0,0,0,0,0,1.763951251,0,0.923210849,Labour,41.27416842,8.728122423
Southend West,East,England,E14000957,49.82138444,18.31989036,17.53128581,9.276775484,0,4.679952369,0,0,0,0,0,0,0,0.370711541,Conservative,49.82138444,31.50149408
Southport,North West,England,E14000958,27.95854969,19.20137865,16.84542301,30.95621414,0,2.789052402,0,0,0,0,0,0,0,2.2493821,LibDem,30.95621414,2.997664452
Spelthorne,South East,England,E14000959,49.68723894,18.57006051,20.8520956,6.444711587,0,3.512704008,0,0,0,0,0,0,0,0.933189348,Conservative,49.68723894,28.83514334
Stafford,West Midlands,England,E14000965,48.40568417,29.58763098,12.90421802,2.764164291,0,2.850288105,0,0,0,0,0,0,0,3.488014436,Conservative,48.40568417,18.81805319
Staffordshire Moorlands,West Midlands,England,E14000966,51.11888605,27.22896659,14.64296616,4.130368422,0,2.878812783,0,0,0,0,0,0,0,0,Conservative,51.11888605,23.88991946
Staffordshire South,West Midlands,England,E14000945,59.43384814,18.36162749,16.66801081,2.919472559,0,2.61704101,0,0,0,0,0,0,0,0,Conservative,59.43384814,41.07222065
Stalybridge & Hyde,North West,England,E14000967,28.6615977,44.95540284,18.81366672,3.060876346,0,4.508456402,0,0,0,0,0,0,0,0,Labour,44.95540284,16.29380514
Stevenage,East,England,E14000968,44.54277286,34.17644721,14.36013306,3.309692671,0,2.864076654,0,0,0,0,0,0.140170296,0,0.606707253,Conservative,44.54277286,10.36632566
Stirling,Scotland,Scotland,S14000057,23.11498993,25.51644768,0,2.669991369,45.61810684,3.08046418,0,0,0,0,0,0,0,0,SNP,45.61810684,20.10165915
Stockport,North West,England,E14000969,24.48989886,49.86506595,13.13021766,7.652147595,0,4.42129688,0,0,0,0,0,0,0,0.441373049,Labour,49.86506595,25.37516709
Stockton North,North East,England,E14000970,27.97250512,49.11677744,19.15796922,2.233959213,0,0,0,0,0,0,0,0,0,1.518789012,Labour,49.11677744,21.14427232
Stockton South,North East,England,E14000971,46.76139545,37.0195185,10.57976331,2.637218372,0,1.837944282,0,0,0,0,0,0,0,1.164160086,Conservative,46.76139545,9.741876943
Stoke-On-Trent Central,West Midlands,England,E14000972,22.54536096,39.31282975,22.6515249,4.169347574,0,3.612791147,0,0,0,0,0,6.820229057,0,0.887916613,Labour,39.31282975,16.66130485
Stoke-On-Trent North,West Midlands,England,E14000973,27.40466705,39.91566203,24.68567289,2.94148083,0,2.822476328,0,0,0,0,0,1.314223625,0,0.91581725,Labour,39.91566203,12.51099498
Stoke-On-Trent South,West Midlands,England,E14000974,32.67957143,39.17201524,21.21870765,3.347226839,0,2.631242489,0,0,0,0,0,0,0,0.951236352,Labour,39.17201524,6.492443808
Stone,West Midlands,England,E14000975,54.71497523,20.16329655,16.20207948,5.258233931,0,2.532372265,0,0,0,0,0,1.129042546,0,0,Conservative,54.71497523,34.55167868
Stourbridge,West Midlands,England,E14000976,46.04705729,31.50405179,16.88935236,3.341371744,0,2.218166808,0,0,0,0,0,0,0,0,Conservative,46.04705729,14.5430055
Strangford,Northern Ireland,Northern Ireland,N06000016,6.387808042,0,6.594151633,0,0,0,44.37271548,0,2.58224266,14.34972291,6.883032661,0,13.81617734,5.014149275,DUP,44.37271548,30.02299257
Stratford-On-Avon,West Midlands,England,E14000977,57.66532579,12.97537846,13.21051711,12.0134476,0,4.13533104,0,0,0,0,0,0,0,0,Conservative,57.66532579,44.45480868
Streatham,London,England,E14000978,25.11365229,53.01904552,3.208299121,8.99405203,0,8.853864178,0,0,0,0,0,0,0,0.811086856,Labour,53.01904552,27.90539323
Stretford & Urmston,North West,England,E14000979,27.84460829,53.03539861,10.92571034,2.936230759,0,4.714784633,0,0,0,0,0,0,0,0.543267365,Labour,53.03539861,25.19079032
Stroud,South West,England,E14000980,45.73077492,37.7299857,7.971193213,3.429849225,0,4.569295779,0,0,0,0,0,0.404478864,0,0.164422302,Conservative,45.73077492,8.000789227
Suffolk Central & Ipswich North,East,England,E14000624,56.05021354,18.8078907,13.79023461,6.126938934,0,4.925215848,0,0,0,0,0,0,0,0.299506369,Conservative,56.05021354,37.24232284
Suffolk Coastal,East,England,E14000981,51.90308307,18.01093643,15.56822679,8.592653884,0,5.925099831,0,0,0,0,0,0,0,0,Conservative,51.90308307,33.89214663
Suffolk South,East,England,E14000946,53.06798698,19.26715087,15.21374766,7.790856725,0,4.340455045,0,0,0,0,0,0,0,0.319802724,Conservative,53.06798698,33.80083611
Suffolk West,East,England,E14001034,52.16932077,17.47643809,21.73383165,5.006906077,0,3.613503412,0,0,0,0,0,0,0,0,Conservative,52.16932077,30.43548911
Sunderland Central,North East,England,E14000982,23.41841866,50.18677266,19.14898712,2.645946075,0,4.085053398,0,0,0,0,0,0,0,0.514822087,Labour,50.18677266,26.76835401
Surrey East,South East,England,E14000681,57.41404203,11.81220256,17.02760993,9.249059765,0,3.848279058,0,0,0,0,0,0.648806659,0,0,Conservative,57.41404203,40.3864321
Surrey Heath,South East,England,E14000983,59.85927137,11.20684904,14.28965112,9.070198968,0,4.409252081,0,0,0,0,0,0.501552424,0,0.663225,Conservative,59.85927137,45.56962025
Surrey South West,South East,England,E14000953,59.87324708,9.480207987,9.879374639,6.278121116,0,5.436019538,0,0,0,0,0,0,0,9.05302964,Conservative,59.87324708,49.99387244
Sussex Mid,South East,England,E14000817,56.12606971,13.88367077,11.99819105,11.48681556,0,4.266680582,0,0,0,0,0,1.666318792,0,0.572253531,Conservative,56.12606971,42.24239894
Sutton & Cheam,London,England,E14000984,41.54293157,11.11311492,10.70233444,33.68600341,0,2.106001403,0,0,0,0,0,0,0,0.849614267,Conservative,41.54293157,7.856928164
Sutton Coldfield,West Midlands,England,E14000985,54.63090416,22.34829119,14.72647186,5.165768671,0,2.804105872,0,0,0,0,0,0,0,0.324458253,Conservative,54.63090416,32.28261297
Swansea East,Wales,Wales,W07000048,15.29537748,52.96864775,17.19019573,4.140638943,0,0,0,10.4051401,0,0,0,0,0,0,Labour,52.96864775,35.77845202
Swansea West,Wales,Wales,W07000047,22.55944931,42.57310274,13.4941404,9.039708727,0,5.074524974,0,6.445556946,0,0,0,0.221868244,0,0.591648652,Labour,42.57310274,20.01365343
Swindon North,South West,England,E14000851,50.33306535,27.77267333,15.33440527,3.261743425,0,3.29811263,0,0,0,0,0,0,0,0,Conservative,50.33306535,22.56039202
Swindon South,South West,England,E14000947,46.23551144,34.49241824,12.01713253,3.688366523,0,3.56657126,0,0,0,0,0,0,0,0,Conservative,46.23551144,11.74309319
Tamworth,West Midlands,England,E14000986,50.04027642,26.0821639,18.49959724,3.024971383,0,2.352991054,0,0,0,0,0,0,0,0,Conservative,50.04027642,23.95811252
Tatton,North West,England,E14000987,58.61627445,18.34738841,10.75323414,8.499271491,0,3.783831516,0,0,0,0,0,0,0,0,Conservative,58.61627445,40.26888604
Taunton Deane,South West,England,E14000988,48.10924733,9.236961667,11.95605231,21.3484893,0,4.543334427,0,0,0,0,0,4.436229205,0,0.369685767,Conservative,48.10924733,26.76075803
Telford,West Midlands,England,E14000989,39.59650634,37.80046746,18.03419855,2.280723336,0,2.288104318,0,0,0,0,0,0,0,0,Conservative,39.59650634,1.796038873
Tewkesbury,South West,England,E14000990,54.52442903,14.82364845,12.87944493,13.78469211,0,3.987785487,0,0,0,0,0,0,0,0,Conservative,54.52442903,39.70078057
Thanet North,South East,England,E14000852,48.97668586,17.8755871,25.70930653,3.496057637,0,3.653327099,0,0,0,0,0,0,0,0.289035768,Conservative,48.97668586,23.26737934
Thanet South,South East,England,E14000948,38.13283132,23.76470112,32.44063885,1.886601486,0,2.178093561,0,0,0,0,0,0.123479282,0,1.473654379,Conservative,38.13283132,5.692192466
Thirsk & Malton,Yorkshire and The Humber,England,E14000993,52.60192877,15.44734078,14.90499379,8.981189726,0,4.590852669,0,0,0,0,0,1.321493364,0,2.152200898,Conservative,52.60192877,37.15458799
Thornbury & Yate,South West,England,E14000994,41.02120651,7.77228742,10.55383982,37.9431748,0,2.709491456,0,0,0,0,0,0,0,0,Conservative,41.02120651,3.078031707
Thurrock,East,England,E14000995,33.67766928,32.59623921,31.71253329,1.299330159,0,0,0,0,0,0,0,0,0,0.714228069,Conservative,33.67766928,1.08143007
Tiverton & Honiton,South West,England,E14000996,53.99624277,12.71320425,16.47415509,10.46444581,0,6.351952086,0,0,0,0,0,0,0,0,Conservative,53.99624277,37.52208768
Tonbridge & Malling,South East,England,E14000997,59.41307993,14.1680641,15.19098193,6.819452208,0,4.408421837,0,0,0,0,0,0,0,0,Conservative,59.41307993,44.22209801
Tooting,London,England,E14000998,41.88570681,47.19497842,2.871340769,3.936184124,0,4.111789871,0,0,0,0,0,0,0,0,Labour,47.19497842,5.30927161
Torbay,South West,England,E14000999,40.6643233,8.664905676,13.60261237,33.82973856,0,3.2384201,0,0,0,0,0,0,0,0,Conservative,40.6643233,6.834584746
Torfaen,Wales,Wales,W07000053,23.11463743,44.64770541,18.98674118,3.350291272,0,1.966418009,0,5.71737354,0,0,0,0,0,2.216833171,Labour,44.64770541,21.53306798
Totnes,South West,England,E14001001,52.95666391,12.71418562,14.13253498,9.909336051,0,10.28727944,0,0,0,0,0,0,0,0,Conservative,52.95666391,38.82412893
Tottenham,London,England,E14001002,11.9601485,67.32929179,3.552798534,4.126133747,0,9.236806241,0,0,0,0,0,0,0,3.794821185,Labour,67.32929179,55.36914329
Truro & Falmouth,South West,England,E14001003,44.00318175,15.15986342,11.57651715,16.84192147,0,8.69742356,0,0,0,0,0,1.536551296,0,2.184541363,Conservative,44.00318175,27.16126028
Tunbridge Wells,South East,England,E14001004,58.68592984,14.20821342,12.60208447,8.442871587,0,5.170335226,0,0,0,0,0,0.890565451,0,0,Conservative,58.68592984,44.47771642
Twickenham,London,England,E14001005,41.25540288,11.49764531,4.949680666,38.00238694,0,3.972324366,0,0,0,0,0,0,0,0.322559835,Conservative,41.25540288,3.253015934
Tynemouth,North East,England,E14001006,32.80867371,48.21198243,12.22731096,2.981587064,0,3.770445836,0,0,0,0,0,0,0,0,Labour,48.21198243,15.40330872
Tyneside North,North East,England,E14000853,19.21696783,55.942159,16.2715195,4.432056047,0,3.080011961,0,0,0,0,0,0,0,1.057285659,Labour,55.942159,36.72519117
Tyrone West,Northern Ireland,Northern Ireland,N06000018,0.43721219,0,0,0,0,2.017902416,17.4548559,0,43.48062296,15.89486211,16.67097842,0.429451027,2.248150256,1.365964713,SF,43.48062296,26.02576706
Ulster Mid,Northern Ireland,Northern Ireland,N06000010,0.2932408,0,2.108890084,0,0,0,13.35467475,0,48.71462783,15.4391281,12.35276868,0,1.901177851,5.835491911,SF,48.71462783,33.27549973
Upper Bann,Northern Ireland,Northern Ireland,N06000017,0.425676105,0,0,0,0,0,32.67752388,0,24.55155764,27.88284377,8.975200661,0,3.769668989,1.717528961,DUP,32.67752388,4.794680108
Uxbridge & Ruislip South,London,England,E14001007,50.23543326,26.36852559,14.16170137,4.94298275,0,3.155475218,0,0,0,0,0,0.187453973,0,0.948427841,Conservative,50.23543326,23.86690768
Vale Of Clwyd,Wales,Wales,W07000060,39.02328351,38.35115283,12.98034656,2.594934914,0,0,0,7.050282181,0,0,0,0,0,0,Conservative,39.02328351,0.672130683
Vale Of Glamorgan,Wales,Wales,W07000078,46.02382391,32.61068762,10.70126528,2.552005147,0,2.054861287,0,5.593355819,0,0,0,0,0,0.464000936,Conservative,46.02382391,13.4131363
Vauxhall,London,England,E14001008,27.26267704,53.77025928,2.888967689,6.908491688,0,7.630212136,0,0,0,0,0,0,0,1.53939217,Labour,53.77025928,26.50758224
Wakefield,Yorkshire and The Humber,England,E14001009,34.17960114,40.26016336,18.29520862,3.451004119,0,2.487608498,0,0,0,0,0,0,0,1.32641426,Labour,40.26016336,6.080562213
Wallasey,North West,England,E14001010,22.66291565,60.3606512,11.67504497,2.331319467,0,2.970068717,0,0,0,0,0,0,0,0,Labour,60.3606512,37.69773555
Walsall North,West Midlands,England,E14001011,33.76894504,39.02068704,22.02098528,2.277472006,0,1.434265109,0,0,0,0,0,0,0,1.477645528,Labour,39.02068704,5.251741995
Walsall South,West Midlands,England,E14001012,32.82422678,47.18198767,15.63172236,1.615756011,0,2.746307185,0,0,0,0,0,0,0,0,Labour,47.18198767,14.35776089
Walthamstow,London,England,E14001013,13.36013016,68.85587138,5.998181644,3.974064504,0,6.366637956,0,0,0,0,0,0,0,1.445114365,Labour,68.85587138,55.49574122
Wansbeck,North East,England,E14001014,21.76598837,50.00778654,18.20494186,6.247404485,0,3.773878738,0,0,0,0,0,0,0,0,Labour,50.00778654,28.24179817
Wantage,South East,England,E14001015,53.3127572,16.0202332,12.49657064,13.05041152,0,5.120027435,0,0,0,0,0,0,0,0,Conservative,53.3127572,37.29252401
Warley,West Midlands,England,E14001016,19.3237992,58.18816252,16.48735097,2.127997039,0,3.872690264,0,0,0,0,0,0,0,0,Labour,58.18816252,38.86436332
Warrington North,North West,England,E14001017,28.17543319,47.82139633,17.07875559,4.141438605,0,2.782976287,0,0,0,0,0,0,0,0,Labour,47.82139633,19.64596314
Warrington South,North West,England,E14001018,43.68439674,39.05110104,8.270854043,5.618924065,0,2.973733425,0,0,0,0,0,0,0,0.400990683,Conservative,43.68439674,4.633295705
Warwick & Leamington,West Midlands,England,E14001019,47.94092643,34.88068642,8.269903719,4.966291691,0,3.942191732,0,0,0,0,0,0,0,0,Conservative,47.94092643,13.06024001
Warwickshire North,West Midlands,England,E14000854,42.3032273,36.02803048,17.42617726,2.0642928,0,1.886991578,0,0,0,0,0,0,0,0.291280579,Conservative,42.3032273,6.275196825
Washington & Sunderland West,North East,England,E14001020,18.87698956,54.96416781,19.64999866,2.665270956,0,2.928308774,0,0,0,0,0,0,0,0.915264246,Labour,54.96416781,35.31416915
Watford,East,England,E14001021,43.45580509,26.01292988,9.761527365,18.08046448,0,2.372259524,0,0,0,0,0,0,0,0.31701366,Conservative,43.45580509,17.44287521
Waveney,East,England,E14001022,42.34807265,37.73469231,14.52218561,2.02122768,0,3.373821749,0,0,0,0,0,0,0,0,Conservative,42.34807265,4.613380336
Wealden,South East,England,E14001023,57.0145746,10.81256467,16.73360577,9.085009734,0,6.354245225,0,0,0,0,0,0,0,0,Conservative,57.0145746,40.28096883
Weaver Vale,North West,England,E14001024,43.15829902,41.43853884,9.701922461,2.976507991,0,2.524164124,0,0,0,0,0,0,0,0.200567564,Conservative,43.15829902,1.719760172
Wellingborough,East Midlands,England,E14001025,52.08209399,19.51021218,19.56771763,4.441800516,0,4.398175689,0,0,0,0,0,0,0,0,Conservative,52.08209399,32.51437636
Wells,South West,England,E14001026,46.12505272,6.642766765,9.918459159,32.79558555,0,4.096372838,0,0,0,0,0,0.133558274,0,0.288204696,Conservative,46.12505272,13.32946717
Welwyn Hatfield,East,England,E14001027,50.35554228,26.14878996,13.05846031,6.254357136,0,3.469773927,0,0,0,0,0,0.430236032,0,0.282840355,Conservative,50.35554228,24.20675232
Wentworth & Dearne,Yorkshire and The Humber,England,E14001028,14.91351965,56.89180115,24.85123527,2.627983977,0,0,0,0,0,0,0,0,0,0.715459955,Labour,56.89180115,32.04056588
West Bromwich East,West Midlands,England,E14001029,24.93065187,50.18937373,21.2018564,2.003093993,0,1.675024005,0,0,0,0,0,0,0,0,Labour,50.18937373,25.25872186
West Bromwich West,West Midlands,England,E14001030,23.88225889,47.33055445,25.22697425,1.570262091,0,1.989950323,0,0,0,0,0,0,0,0,Labour,47.33055445,22.1035802
West Ham,London,England,E14001032,15.43007596,68.44089178,7.482052545,2.70869244,0,5.021499062,0,0,0,0,0,0,0,0.916788211,Labour,68.44089178,53.01081583
Westminster North,London,England,E14001036,41.82568204,46.82897201,3.768284659,3.687300704,0,3.345649643,0,0,0,0,0,0.159437162,0,0.384673787,Labour,46.82897201,5.003289973
Westmorland & Lonsdale,North West,England,E14001037,33.20116904,5.43849251,6.194690265,51.49093585,0,3.674712338,0,0,0,0,0,0,0,0,LibDem,51.49093585,18.28976681
Weston-Super-Mare,South West,England,E14001038,47.95821282,18.25620338,17.82234739,10.43918405,0,4.932257573,0,0,0,0,0,0,0,0.591794794,Conservative,47.95821282,29.70200944
Wigan,North West,England,E14001039,20.72947255,52.16037798,19.46879209,2.770847592,0,2.810588833,0,0,0,0,0,0.364294703,0,1.695626256,Labour,52.16037798,31.43090544
Wiltshire North,South West,England,E14000860,57.2394968,9.751562624,11.49814068,15.61041222,0,4.648310784,0,0,0,0,0,0.77142179,0,0.480655115,Conservative,57.2394968,41.62908458
Wiltshire South West,South West,England,E14000954,52.66541448,13.45390469,17.48542881,10.61518502,0,5.780066998,0,0,0,0,0,0,0,0,Conservative,52.66541448,35.17998567
Wimbledon,London,England,E14001040,52.09408946,26.03362108,5.113378217,12.65746975,0,4.101441494,0,0,0,0,0,0,0,0,Conservative,52.09408946,26.06046838
Winchester,South East,England,E14001041,55.00216935,8.339359317,7.451731868,24.42512112,0,4.781618338,0,0,0,0,0,0,0,0,Conservative,55.00216935,30.57704823
Windsor,South East,England,E14001042,63.39114833,13.38516746,9.95215311,8.618421053,0,3.656299841,0,0,0,0,0,0.996810207,0,0,Conservative,63.39114833,50.00598086
Wirral South,North West,England,E14001043,37.20630064,48.19896264,8.93228482,3.52319717,0,2.139254727,0,0,0,0,0,0,0,0,Labour,48.19896264,10.992662
Wirral West,North West,England,E14001044,44.1516556,45.14788093,6.622389985,3.423479383,0,0,0,0,0,0,0,0,0,0.654594104,Labour,45.14788093,0.996225333
Witham,East,England,E14001045,57.50296811,15.8306479,16.0468962,6.12915536,0,4.320725916,0,0,0,0,0,0,0,0.169606513,Conservative,57.50296811,41.45607191
Witney,South East,England,E14001046,60.19116993,17.17793509,9.151533805,6.759344756,0,5.078485688,0,0,0,0,0,0.160733217,0,1.48079751,Conservative,60.19116993,43.01323484
Woking,South East,England,E14001047,56.19082442,16.14386883,11.30205527,11.63690247,0,4.058579016,0,0,0,0,0,0,0,0.667769995,Conservative,56.19082442,40.04695558
Wokingham,South East,England,E14001048,57.73138806,14.52168789,9.850175896,13.52167003,0,3.735780996,0,0,0,0,0,0.63929713,0,0,Conservative,57.73138806,43.20970017
Wolverhampton North East,West Midlands,England,E14001049,29.92088933,46.08122813,19.18654236,2.749757374,0,2.061582802,0,0,0,0,0,0,0,0,Labour,46.08122813,16.16033879
Wolverhampton South East,West Midlands,England,E14001050,22.32481878,53.32815556,20.31124151,2.295478081,0,1.740306064,0,0,0,0,0,0,0,0,Labour,53.32815556,31.00333679
